,column_id,display_name,description
179,remt34p,Total number of shift (sleep stages shift) from REM sleep to stage 3/4 sleep from type II polysomnography,
180,slptawp,Total number of shift (sleep stages shift) from sleep to awake from type II polysomnography,
181,hstg2t1p,Number of shift (sleep stages shift) from stage 2 to stage 1 sleep per hour of sleep from type II polysomnography,
182,hstg342p,Number of shift (sleep stages shift) from stage 3/4 to stage 1/2 sleep per hour of sleep from type II polysomnography,
183,hremt1p,Number of shift (sleep stages shift) from REM sleep to stage 1 sleep per hour of sleep from type II polysomnography,
184,hremt2p,Number of shift (sleep stages shift) from REM sleep to stage 2 sleep per hour of sleep from type II polysomnography,
185,hremt34p,Number of shift (sleep stages shift) from REM sleep to stage 3/4 sleep per hour of sleep from type II polysomnography,
186,hslptawp,Number of shift (sleep stages shift) from sleep to awake per hour of sleep from type II polysomnography,
187,hrembp,Total number of hypopnea in REM sleep in supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
188,rdirbp,"Hypopnea Index (REM, Supine): (Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of REM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
189,avhrbp,Average duration of hypopnea in REM sleep in supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
190,mnhrbp,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
191,mxhrbp,Maximum duration of hypopnea in REM sleep in supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
192,hrop,Total number of hypopnea in REM sleep in non-supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
193,rdirop,"Hypopnea Index (REM, Non-Supine): (Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of REM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
194,avhrop,Average duration of hypopnea in REM sleep in non-supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
195,mnhrop,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
196,mxhrop,Maximum duration of hypopnea in REM sleep in non-supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
197,hnrbp,Total number of hypopnea in NREM sleep in supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
198,rdinbp,"Hypopnea Index (NREM, Supine): (Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
199,avhnbp,Average duration of hypopnea in NREM sleep in supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
200,mnhnbp,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
201,mxhnbp,Maximum duration of hypopnea in NREM sleep in supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
202,hnrop,Total number of hypopnea in NREM sleep in non-supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
203,rdinop,"Hypopnea Index (NREM, Non-Supine): (Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
204,avhnop,Average duration of hypopnea in NREM sleep in non-supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
205,mnhnop,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
206,mxhnop,Maximum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
207,carbp,Total number of central apnea in REM sleep in supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
208,cardrbp,"Central Apnea Index (REM, Supine): (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of REM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
209,avcarbp,Average duration of central apnea in REM sleep in supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
210,mncarbp,Minimum duration of central apnea in REM sleep in supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
211,mxcarbp,Maximum duration of central apnea in REM sleep in supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
212,carop,Total number of central apnea in REM sleep in non-supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
213,cardrop,"Central Apnea Index (REM, Non-Supine): (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of REM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
214,avcarop,Average duration of central apnea in REM sleep in non-supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
215,mncarop,Minimum duration of central apnea in REM sleep in non-supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
216,mxcarop,Maximum duration of central apnea in REM sleep in non-supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
217,canbp,Total number of central apnea in NREM sleep in supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
218,cardnbp,"Central Apnea Index (NREM, Supine): (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
219,avcanbp,Average duration of central apnea in NREM sleep in supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
220,mncanbp,Minimum duration of central apnea in NREM sleep in supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
221,mxcanbp,Maximum duration of central apnea in NREM sleep in supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
222,canop,Total number of central apnea in NREM sleep in non-supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
223,cardnop,"Central Apnea Index (NREM, Non-Supine): (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
224,avcanop,Average duration of central apnea in NREM sleep in non-supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
225,mncanop,Minimum duration of central apnea in NREM sleep in non-supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
226,mxcanop,Maximum duration of central apnea in NREM sleep in non-supine position: Central apneas with no oxygen desaturation threshold used and with or without arousal from type II polysomnography,
